vehicle_id,date,mileage,maintenance_type,service_category,description,labor_hours,parts_cost,labor_cost,downtime_hours,technician_id,completed
TRUCK-0024,2021-07-28,264417,Inspection,DOT Inspection,Air filter replacement,3.5,1296,559,38,TECH-010,False
TRUCK-0025,2022-04-03,470731,Preventive,Brakes,Transmission fluid change,3.0,779,244,43,TECH-017,True
TRUCK-0025,2022-03-10,467093,Inspection,Transmission,Electrical system troubleshooting,5.6,1156,460,30,TECH-008,False
TRUCK-0025,2021-07-07,436986,Preventive,Engine,Brake pad replacement,3.7,1156,531,28,TECH-011,True
TRUCK-0025,2023-07-30,435448,Emergency,Brakes,Air filter replacement,2.6,717,214,50,TECH-009,True
TRUCK-0025,2020-03-06,451278,Inspection,Engine,Engine diagnostic and repair,7.5,1394,443,63,TECH-006,True
TRUCK-0025,2020-08-30,467691,Emergency,Brakes,DOT annual inspection,1.3,981,493,46,TECH-017,True
TRUCK-0025,2023-11-15,469273,Corrective,Transmission,Brake pad replacement,6.4,1133,431,30,TECH-012,False
TRUCK-0025,2023-11-14,455239,Preventive,Engine,Transmission fluid change,3.0,643,685,19,TECH-001,True
TRUCK-0025,2020-06-01,476570,Emergency,DOT Inspection,Air filter replacement,3.8,1129,582,63,TECH-002,True
TRUCK-0025,2021-02-13,440618,Corrective,Tires,Tire rotation and balancing,2.0,846,125,55,TECH-003,True
TRUCK-0025,2023-06-02,442619,Inspection,Tires,Brake pad replacement,4.0,747,203,13,TECH-002,True
TRUCK-0025,2022-11-14,441665,Inspection,Transmission,Electrical system troubleshooting,2.4,566,204,32,TECH-016,True
TRUCK-0025,2021-01-18,447686,Corrective,Electrical,Brake pad replacement,3.7,1323,219,45,TECH-011,True
TRUCK-0025,2021-12-30,459684,Preventive,Brakes,Tire rotation and balancing,4.4,380,464,11,TECH-014,True
TRUCK-0025,2022-07-12,465523,Preventive,Tires,Electrical system troubleshooting,2.5,952,176,58,TECH-015,True
TRUCK-0025,2022-10-23,438318,Emergency,Tires,Air filter replacement,4.8,710,513,29,TECH-019,False
TRUCK-0025,2023-12-18,433934,Inspection,Brakes,Tire rotation and balancing,6.2,1461,185,24,TECH-001,True
TRUCK-0025,2020-01-31,442978,Corrective,Transmission,Air filter replacement,3.3,396,231,68,TECH-014,True
TRUCK-0025,2023-06-14,444032,Corrective,Transmission,Coolant system flush,3.5,633,562,42,TECH-004,True
TRUCK-0025,2021-07-17,431097,Inspection,Engine,Oil change and filter replacement,3.2,856,169,72,TECH-012,True
TRUCK-0025,2021-04-25,452287,Inspection,Transmission,Air filter replacement,5.1,1079,358,69,TECH-014,True
TRUCK-0025,2023-10-03,473133,Corrective,Transmission,Engine diagnostic and repair,7.0,146,604,31,TECH-014,True
TRUCK-0025,2020-04-20,478535,Corrective,Tires,Oil change and filter replacement,5.4,1487,460,46,TECH-017,True
TRUCK-0025,2021-11-02,477182,Inspection,DOT Inspection,DOT annual inspection,4.8,1051,566,44,TECH-006,True
TRUCK-0025,2020-06-26,468453,Preventive,Electrical,DOT annual inspection,6.0,554,661,67,TECH-003,True
TRUCK-0025,2021-04-24,478070,Preventive,Brakes,Electrical system troubleshooting,6.1,324,742,28,TECH-008,True
TRUCK-0025,2023-09-03,430742,Emergency,Engine,Oil change and filter replacement,4.7,426,211,32,TECH-012,False
TRUCK-0025,2022-09-20,432802,Preventive,Tires,Engine diagnostic and repair,0.5,934,243,52,TECH-001,True
TRUCK-0025,2021-06-07,476916,Preventive,Tires,Air filter replacement,4.8,1164,428,19,TECH-020,False
TRUCK-0025,2021-10-16,459021,Emergency,Brakes,Brake pad replacement,6.0,746,317,42,TECH-001,True
TRUCK-0025,2020-06-03,431938,Corrective,DOT Inspection,Coolant system flush,4.5,1070,691,66,TECH-019,False
TRUCK-0025,2023-12-08,430403,Inspection,Electrical,Coolant system flush,7.6,405,92,44,TECH-015,True
TRUCK-0025,2022-02-11,478449,Preventive,Tires,Engine diagnostic and repair,4.6,1116,653,38,TECH-019,True
TRUCK-0025,2023-08-05,476385,Corrective,Engine,Engine diagnostic and repair,7.8,563,753,29,TECH-015,False
TRUCK-0025,2021-11-14,462612,Inspection,DOT Inspection,DOT annual inspection,5.2,361,249,37,TECH-003,True
TRUCK-0025,2023-12-02,471661,Preventive,Tires,Oil change and filter replacement,7.7,347,396,64,TECH-014,True
TRUCK-0025,2023-11-24,444253,Preventive,Engine,Air filter replacement,3.7,386,697,13,TECH-005,False
TRUCK-0025,2022-01-21,438329,Emergency,Engine,Oil change and filter replacement,6.4,62,743,21,TECH-016,True
TRUCK-0025,2022-10-23,437921,Corrective,Transmission,Air filter replacement,2.4,599,627,31,TECH-003,True
TRUCK-0025,2023-11-16,442304,Inspection,DOT Inspection,Oil change and filter replacement,2.7,883,720,3,TECH-009,True
TRUCK-0025,2020-12-16,429663,Inspection,DOT Inspection,Engine diagnostic and repair,5.2,545,365,34,TECH-018,True
TRUCK-0025,2022-07-01,468517,Preventive,Transmission,Brake pad replacement,1.5,925,345,13,TECH-014,False
TRUCK-0025,2022-08-31,472998,Inspection,Tires,Oil change and filter replacement,0.9,343,368,24,TECH-020,False
TRUCK-0025,2021-04-30,474406,Inspection,Brakes,Coolant system flush,5.0,1138,239,35,TECH-020,True
TRUCK-0025,2023-08-24,436864,Inspection,Brakes,Tire rotation and balancing,6.1,1484,239,66,TECH-011,True
TRUCK-0025,2020-06-30,443892,Inspection,Electrical,Electrical system troubleshooting,2.5,864,399,16,TECH-006,False
TRUCK-0025,2023-09-30,436140,Preventive,Brakes,Oil change and filter replacement,2.8,893,604,15,TECH-006,False
TRUCK-0025,2023-12-15,443278,Inspection,DOT Inspection,Transmission fluid change,4.0,474,331,26,TECH-009,True
TRUCK-0025,2023-03-13,438834,Emergency,Electrical,Tire rotation and balancing,6.1,665,490,5,TECH-003,True
TRUCK-0025,2020-07-23,454847,Emergency,DOT Inspection,Transmission fluid change,1.4,1337,405,20,TECH-017,True
TRUCK-0025,2022-12-16,436381,Preventive,DOT Inspection,Tire rotation and balancing,7.3,930,522,39,TECH-015,True
TRUCK-0025,2021-07-23,468160,Corrective,Engine,Electrical system troubleshooting,2.2,1429,552,63,TECH-012,True
TRUCK-0025,2023-02-10,450485,Emergency,Engine,Engine diagnostic and repair,7.3,766,266,22,TECH-006,True
TRUCK-0025,2023-10-10,430524,Inspection,Tires,Oil change and filter replacement,5.4,89,753,62,TECH-004,True
TRUCK-0025,2022-09-30,438510,Inspection,DOT Inspection,Oil change and filter replacement,6.8,586,428,2,TECH-014,False
TRUCK-0025,2022-12-05,473443,Preventive,Brakes,Coolant system flush,6.8,218,582,15,TECH-006,True
TRUCK-0025,2023-09-12,476780,Preventive,DOT Inspection,Engine diagnostic and repair,6.7,672,610,45,TECH-019,True
TRUCK-0025,2023-04-15,472478,Emergency,Engine,Oil change and filter replacement,3.6,130,127,59,TECH-005,True
TRUCK-0025,2020-08-22,446397,Inspection,Electrical,Engine diagnostic and repair,7.6,165,514,11,TECH-004,True
TRUCK-0025,2020-08-27,446232,Corrective,Engine,Transmission fluid change,2.3,287,282,22,TECH-005,True
TRUCK-0025,2022-05-12,434744,Emergency,DOT Inspection,Electrical system troubleshooting,1.8,340,586,54,TECH-001,True
TRUCK-0025,2023-06-09,459083,Emergency,Electrical,Oil change and filter replacement,7.7,1257,468,13,TECH-013,False
TRUCK-0025,2020-02-13,454107,Inspection,DOT Inspection,Brake pad replacement,5.9,1014,642,50,TECH-017,True
TRUCK-0025,2020-01-29,436703,Preventive,Transmission,DOT annual inspection,7.1,1027,700,27,TECH-009,False
TRUCK-0025,2020-11-30,457140,Corrective,Brakes,Engine diagnostic and repair,6.2,1215,121,46,TECH-009,True
TRUCK-0025,2020-03-02,471243,Preventive,Engine,Tire rotation and balancing,6.7,896,337,51,TECH-004,True
TRUCK-0025,2023-10-28,446984,Inspection,Tires,DOT annual inspection,7.6,534,234,13,TECH-003,False
TRUCK-0025,2023-01-03,454336,Corrective,Tires,DOT annual inspection,5.4,1372,312,58,TECH-014,False
TRUCK-0025,2023-11-13,460981,Emergency,Engine,Transmission fluid change,2.1,683,265,55,TECH-002,True
TRUCK-0025,2022-07-29,455685,Corrective,Transmission,Air filter replacement,3.1,1187,777,38,TECH-008,True
TRUCK-0025,2020-08-29,435424,Emergency,Tires,DOT annual inspection,0.9,1136,569,15,TECH-019,True
TRUCK-0025,2023-04-19,438123,Corrective,DOT Inspection,Tire rotation and balancing,0.6,898,481,64,TECH-003,True
TRUCK-0025,2020-12-24,430902,Emergency,Transmission,Air filter replacement,1.7,365,246,43,TECH-020,True
TRUCK-0026,2022-07-27,241652,Emergency,Transmission,Tire rotation and balancing,1.2,869,494,32,TECH-001,False
TRUCK-0026,2021-02-13,231747,Inspection,DOT Inspection,Brake pad replacement,8.0,764,649,63,TECH-004,True
TRUCK-0026,2022-10-31,245892,Emergency,Engine,Electrical system troubleshooting,3.2,215,324,59,TECH-012,False
TRUCK-0026,2023-12-04,233161,Preventive,DOT Inspection,DOT annual inspection,7.9,1103,148,50,TECH-013,False
TRUCK-0026,2020-08-29,219588,Corrective,Tires,Brake pad replacement,5.8,1412,569,16,TECH-020,True
TRUCK-0026,2021-06-05,224752,Corrective,Transmission,Electrical system troubleshooting,3.7,1030,517,46,TECH-004,False
TRUCK-0026,2022-05-06,204871,Emergency,DOT Inspection,Transmission fluid change,2.5,1389,722,49,TECH-007,False
TRUCK-0026,2023-01-27,219464,Preventive,Engine,Engine diagnostic and repair,6.9,73,724,48,TECH-011,True
TRUCK-0026,2021-12-01,244029,Corrective,DOT Inspection,DOT annual inspection,6.3,432,95,45,TECH-017,True
TRUCK-0026,2023-04-03,242816,Inspection,Brakes,Engine diagnostic and repair,3.8,193,321,9,TECH-011,True
TRUCK-0026,2022-09-09,245915,Emergency,DOT Inspection,DOT annual inspection,6.9,1320,514,62,TECH-020,True
TRUCK-0026,2021-07-30,211400,Corrective,Brakes,DOT annual inspection,2.5,1074,380,29,TECH-019,True
TRUCK-0026,2022-05-04,222736,Emergency,Transmission,Oil change and filter replacement,0.8,1449,498,53,TECH-014,True
TRUCK-0026,2022-01-26,223355,Emergency,Electrical,Oil change and filter replacement,0.8,1047,593,72,TECH-014,True
TRUCK-0026,2021-02-05,223415,Emergency,Engine,DOT annual inspection,5.8,815,312,65,TECH-013,True
TRUCK-0026,2021-04-29,214292,Emergency,Brakes,Air filter replacement,5.7,90,679,16,TECH-005,True
TRUCK-0026,2023-05-01,236671,Inspection,Tires,Engine diagnostic and repair,5.2,914,459,54,TECH-015,True
TRUCK-0026,2022-03-18,245737,Emergency,Brakes,Air filter replacement,6.7,161,334,2,TECH-018,True
TRUCK-0026,2022-02-20,202363,Emergency,DOT Inspection,Engine diagnostic and repair,5.2,663,409,32,TECH-014,False
TRUCK-0026,2023-08-01,237967,Emergency,Engine,Oil change and filter replacement,5.0,1082,237,13,TECH-010,True
TRUCK-0026,2021-11-02,200091,Preventive,Brakes,Oil change and filter replacement,7.1,385,399,62,TECH-002,True
TRUCK-0026,2022-11-21,208059,Corrective,Electrical,Electrical system troubleshooting,4.2,1169,673,41,TECH-008,False
TRUCK-0026,2021-12-09,201402,Emergency,Brakes,Oil change and filter replacement,6.3,56,363,2,TECH-011,True
TRUCK-0026,2022-09-03,209317,Emergency,Tires,Coolant system flush,6.9,1224,464,29,TECH-015,False
TRUCK-0026,2020-05-24,201243,Inspection,Tires,Engine diagnostic and repair,7.5,254,635,50,TECH-006,True
TRUCK-0026,2022-02-01,222227,Emergency,Brakes,Air filter replacement,7.7,211,348,35,TECH-010,True
TRUCK-0026,2022-07-28,240690,Corrective,Engine,Coolant system flush,5.9,888,259,3,TECH-006,True
TRUCK-0026,2022-04-01,209094,Emergency,Electrical,Engine diagnostic and repair,5.3,719,420,4,TECH-017,True
TRUCK-0026,2023-09-10,244116,Preventive,DOT Inspection,Brake pad replacement,3.8,1236,354,30,TECH-019,True
TRUCK-0026,2022-08-31,215599,Inspection,Tires,Tire rotation and balancing,5.9,211,124,34,TECH-012,True
TRUCK-0026,2020-04-22,237782,Emergency,Engine,Tire rotation and balancing,5.0,1475,716,3,TECH-002,True
TRUCK-0026,2020-10-08,221170,Corrective,Electrical,Engine diagnostic and repair,5.9,1308,426,10,TECH-009,True
TRUCK-0026,2022-05-22,236413,Corrective,Tires,Electrical system troubleshooting,0.9,720,317,55,TECH-016,False
TRUCK-0026,2022-04-25,226012,Preventive,Engine,Tire rotation and balancing,2.3,60,462,26,TECH-008,True
TRUCK-0026,2020-05-22,209744,Emergency,Electrical,Brake pad replacement,5.3,1309,413,0,TECH-020,False
TRUCK-0026,2022-06-04,225558,Corrective,DOT Inspection,Oil change and filter replacement,4.3,150,774,15,TECH-005,True
TRUCK-0026,2023-02-20,205081,Emergency,Engine,Transmission fluid change,5.0,378,545,62,TECH-009,True
TRUCK-0026,2022-04-18,209215,Emergency,Tires,Coolant system flush,5.8,923,783,2,TECH-012,True
TRUCK-0026,2022-12-05,217255,Corrective,Tires,Engine diagnostic and repair,4.8,723,77,7,TECH-007,True
TRUCK-0026,2021-07-16,247352,Emergency,DOT Inspection,Coolant system flush,4.4,301,545,66,TECH-010,True
TRUCK-0026,2022-08-23,201540,Preventive,Electrical,Oil change and filter replacement,7.9,579,429,27,TECH-005,False
TRUCK-0026,2020-09-20,230403,Corrective,DOT Inspection,DOT annual inspection,2.8,1022,118,20,TECH-005,True
TRUCK-0026,2023-10-06,201002,Inspection,Electrical,Tire rotation and balancing,6.1,106,199,68,TECH-009,True
TRUCK-0026,2022-01-18,205489,Inspection,Transmission,Air filter replacement,3.7,847,390,62,TECH-007,True
TRUCK-0026,2022-05-18,221463,Corrective,Electrical,DOT annual inspection,2.5,114,685,31,TECH-013,False
TRUCK-0026,2022-10-30,229459,Preventive,Tires,Electrical system troubleshooting,1.5,1424,321,34,TECH-016,True
TRUCK-0026,2020-08-19,208904,Corrective,Engine,Coolant system flush,0.8,1256,558,38,TECH-012,True
TRUCK-0026,2020-05-29,246367,Corrective,Brakes,Coolant system flush,4.5,1057,773,14,TECH-001,False
TRUCK-0026,2021-10-23,234996,Emergency,Electrical,Brake pad replacement,1.1,1046,218,58,TECH-014,True
TRUCK-0026,2020-01-27,211446,Emergency,Transmission,Tire rotation and balancing,2.0,1242,670,23,TECH-020,True
TRUCK-0026,2023-08-04,218727,Preventive,Tires,Air filter replacement,7.2,1067,288,68,TECH-020,True
TRUCK-0026,2023-10-08,205543,Preventive,Electrical,Air filter replacement,2.0,288,313,40,TECH-007,True
TRUCK-0026,2023-02-08,200208,Preventive,DOT Inspection,Electrical system troubleshooting,1.5,951,275,1,TECH-002,True
TRUCK-0026,2021-09-17,222173,Inspection,Engine,Transmission fluid change,2.9,548,460,72,TECH-013,True
TRUCK-0026,2022-02-17,242279,Inspection,Tires,Electrical system troubleshooting,5.6,716,157,62,TECH-011,True
TRUCK-0026,2023-02-13,205799,Inspection,Transmission,Coolant system flush,1.9,128,312,57,TECH-017,True
TRUCK-0026,2020-05-08,211046,Corrective,Brakes,Transmission fluid change,5.8,770,650,36,TECH-015,True
TRUCK-0026,2021-12-04,236928,Preventive,Electrical,Transmission fluid change,6.8,1062,704,65,TECH-010,True
TRUCK-0026,2022-12-24,203945,Inspection,Engine,Transmission fluid change,4.6,1360,442,57,TECH-004,True
TRUCK-0026,2020-11-01,237745,Preventive,Electrical,Electrical system troubleshooting,4.1,1161,369,40,TECH-017,False
TRUCK-0027,2022-08-31,303432,Inspection,Electrical,Engine diagnostic and repair,7.0,604,309,0,TECH-020,False
TRUCK-0027,2021-08-02,318017,Emergency,Engine,Transmission fluid change,4.0,464,156,9,TECH-010,True
TRUCK-0027,2023-02-26,331169,Preventive,Engine,Electrical system troubleshooting,3.3,438,798,48,TECH-006,True
TRUCK-0027,2021-07-03,328580,Preventive,DOT Inspection,DOT annual inspection,5.3,428,103,38,TECH-019,True
TRUCK-0027,2023-02-15,298543,Corrective,Engine,Electrical system troubleshooting,0.8,117,437,40,TECH-007,True
TRUCK-0027,2021-10-29,305884,Inspection,Engine,Air filter replacement,6.9,1202,316,10,TECH-011,True
TRUCK-0027,2022-06-01,317807,Preventive,Brakes,Transmission fluid change,1.3,860,407,49,TECH-011,True
TRUCK-0027,2022-09-11,285253,Inspection,DOT Inspection,Engine diagnostic and repair,4.9,849,693,21,TECH-020,True
TRUCK-0027,2021-07-18,312711,Corrective,Electrical,Oil change and filter replacement,5.4,383,532,70,TECH-010,True
TRUCK-0027,2023-12-04,313025,Inspection,DOT Inspection,Tire rotation and balancing,3.7,1451,427,57,TECH-020,False
TRUCK-0027,2020-03-16,311173,Emergency,Brakes,DOT annual inspection,4.8,64,698,11,TECH-002,False
TRUCK-0027,2022-09-23,303848,Inspection,Transmission,Air filter replacement,2.9,1285,491,72,TECH-017,True
TRUCK-0027,2022-05-30,331854,Corrective,Engine,Engine diagnostic and repair,1.7,680,753,19,TECH-013,False
TRUCK-0027,2022-08-30,311051,Corrective,Brakes,Air filter replacement,6.2,1486,123,13,TECH-013,False
TRUCK-0027,2021-10-17,284540,Corrective,Brakes,Engine diagnostic and repair,5.0,665,571,71,TECH-016,True
TRUCK-0027,2021-08-01,317272,Corrective,Engine,Tire rotation and balancing,4.2,1444,252,48,TECH-005,False
TRUCK-0027,2020-07-28,324637,Inspection,Electrical,Transmission fluid change,5.6,1313,637,0,TECH-004,True
TRUCK-0027,2022-07-19,288778,Preventive,DOT Inspection,Air filter replacement,1.5,741,156,58,TECH-017,True
TRUCK-0027,2022-07-16,307049,Preventive,Tires,Electrical system troubleshooting,4.5,420,666,3,TECH-002,True
TRUCK-0027,2020-12-13,327876,Corrective,Tires,Tire rotation and balancing,4.0,988,496,17,TECH-011,True
TRUCK-0027,2020-06-15,291751,Preventive,Electrical,Coolant system flush,7.5,394,745,5,TECH-002,False
TRUCK-0027,2023-07-17,318947,Corrective,Engine,DOT annual inspection,3.0,750,367,52,TECH-015,False
TRUCK-0027,2023-06-25,318649,Emergency,Transmission,Coolant system flush,4.6,427,613,10,TECH-020,False
TRUCK-0027,2020-04-17,294777,Corrective,Tires,Oil change and filter replacement,1.7,578,532,18,TECH-014,True
TRUCK-0027,2021-10-02,320528,Inspection,Transmission,Air filter replacement,2.7,790,745,47,TECH-018,False
TRUCK-0027,2020-09-13,326257,Corrective,Transmission,Engine diagnostic and repair,3.6,783,595,14,TECH-011,False
TRUCK-0027,2021-01-30,295194,Preventive,Tires,Oil change and filter replacement,0.7,736,492,47,TECH-002,False
TRUCK-0027,2022-06-06,328066,Corrective,DOT Inspection,Tire rotation and balancing,3.1,700,299,31,TECH-007,True
TRUCK-0027,2023-08-17,332337,Emergency,Engine,Transmission fluid change,2.0,765,332,13,TECH-002,False
TRUCK-0027,2020-08-14,318491,Preventive,Tires,Air filter replacement,7.8,1361,687,34,TECH-013,True
TRUCK-0027,2022-03-24,320854,Inspection,Electrical,Coolant system flush,6.8,887,725,0,TECH-014,False
TRUCK-0027,2023-01-19,320517,Corrective,Transmission,DOT annual inspection,5.4,987,166,21,TECH-001,True
TRUCK-0027,2021-02-11,307815,Inspection,Transmission,DOT annual inspection,4.9,1174,250,55,TECH-006,True
TRUCK-0027,2023-02-03,327195,Preventive,Electrical,DOT annual inspection,0.9,66,86,64,TECH-014,True
TRUCK-0027,2020-03-25,307554,Preventive,Brakes,DOT annual inspection,3.5,90,179,11,TECH-018,True
TRUCK-0027,2020-05-19,331803,Inspection,Transmission,Transmission fluid change,7.7,480,674,66,TECH-006,False
TRUCK-0027,2022-07-20,295387,Preventive,Engine,DOT annual inspection,4.2,1309,305,12,TECH-010,True
TRUCK-0027,2023-09-01,313473,Inspection,Engine,DOT annual inspection,2.5,1277,356,60,TECH-019,True
TRUCK-0027,2023-02-01,326579,Emergency,Electrical,Air filter replacement,6.4,346,523,32,TECH-004,True
TRUCK-0027,2022-08-27,291084,Inspection,Engine,Tire rotation and balancing,0.6,874,519,58,TECH-005,False
TRUCK-0027,2021-07-06,309976,Corrective,Transmission,Oil change and filter replacement,5.8,1462,106,22,TECH-002,True
TRUCK-0027,2023-03-16,285768,Preventive,Electrical,Engine diagnostic and repair,4.1,518,291,18,TECH-010,False
TRUCK-0027,2023-03-09,329680,Inspection,Brakes,Air filter replacement,5.8,682,248,23,TECH-015,True
TRUCK-0027,2022-04-26,300471,Inspection,Transmission,Oil change and filter replacement,4.0,250,545,38,TECH-019,True
TRUCK-0027,2021-01-09,300680,Corrective,Brakes,Engine diagnostic and repair,2.0,1453,168,42,TECH-007,True
TRUCK-0027,2021-01-14,331708,Corrective,Tires,Transmission fluid change,3.0,122,160,57,TECH-016,True
TRUCK-0027,2021-02-01,322906,Preventive,Brakes,Air filter replacement,3.4,1346,193,44,TECH-003,False
TRUCK-0027,2022-07-03,287641,Inspection,Engine,Oil change and filter replacement,4.9,1289,470,58,TECH-011,True
TRUCK-0027,2021-10-23,313334,Preventive,Engine,Engine diagnostic and repair,5.3,387,692,55,TECH-005,True
TRUCK-0027,2023-07-23,322380,Preventive,Transmission,Electrical system troubleshooting,7.7,1223,75,14,TECH-012,True
TRUCK-0027,2021-09-07,314244,Corrective,Brakes,Brake pad replacement,1.2,717,289,42,TECH-015,True
TRUCK-0027,2020-01-23,298707,Preventive,Tires,Engine diagnostic and repair,4.5,454,318,66,TECH-004,True
TRUCK-0027,2022-03-28,317376,Inspection,Brakes,Brake pad replacement,3.3,782,749,64,TECH-013,True
TRUCK-0027,2021-02-22,328832,Emergency,Electrical,Air filter replacement,5.2,900,143,58,TECH-007,True
TRUCK-0027,2020-07-29,286785,Emergency,Brakes,Electrical system troubleshooting,1.8,1060,518,70,TECH-010,True
TRUCK-0027,2021-01-03,296455,Preventive,Transmission,DOT annual inspection,4.5,278,213,17,TECH-007,True
TRUCK-0027,2020-05-19,293975,Corrective,Transmission,Engine diagnostic and repair,0.9,1094,384,39,TECH-015,True
TRUCK-0027,2020-12-11,302872,Preventive,Electrical,Electrical system troubleshooting,7.7,1351,525,51,TECH-005,True
TRUCK-0027,2021-04-30,315522,Emergency,DOT Inspection,Oil change and filter replacement,1.1,1152,683,49,TECH-020,True
TRUCK-0027,2022-02-11,297448,Corrective,DOT Inspection,Coolant system flush,4.6,383,322,65,TECH-010,True
TRUCK-0027,2020-03-20,291573,Preventive,Transmission,Coolant system flush,1.7,1051,465,59,TECH-015,True
TRUCK-0027,2020-08-17,315315,Corrective,Brakes,DOT annual inspection,2.3,387,666,9,TECH-004,True
TRUCK-0027,2021-06-28,300759,Emergency,Brakes,DOT annual inspection,4.2,643,280,33,TECH-020,True
TRUCK-0027,2020-06-28,307719,Inspection,DOT Inspection,Brake pad replacement,1.8,630,367,49,TECH-018,True
TRUCK-0027,2020-09-19,328584,Corrective,Electrical,Electrical system troubleshooting,5.6,708,796,37,TECH-010,True
TRUCK-0027,2021-09-02,292339,Emergency,Transmission,Brake pad replacement,7.9,335,557,47,TECH-006,True
TRUCK-0027,2023-10-29,296424,Inspection,Brakes,Brake pad replacement,1.7,1454,336,55,TECH-005,True
TRUCK-0027,2023-07-20,309157,Inspection,Tires,Brake pad replacement,1.3,1410,78,34,TECH-007,True
TRUCK-0027,2023-01-15,300329,Emergency,Transmission,Tire rotation and balancing,1.6,218,102,12,TECH-018,True
TRUCK-0027,2021-11-19,306391,Emergency,Engine,Tire rotation and balancing,3.4,1245,165,33,TECH-016,True
TRUCK-0027,2021-09-27,308885,Preventive,Brakes,Engine diagnostic and repair,2.4,1196,367,62,TECH-006,True
TRUCK-0027,2022-03-13,291749,Corrective,Tires,Air filter replacement,3.3,1045,431,11,TECH-020,False
TRUCK-0027,2023-02-06,312593,Emergency,Tires,DOT annual inspection,4.1,1389,235,40,TECH-020,True
TRUCK-0027,2021-09-12,332681,Inspection,Electrical,Electrical system troubleshooting,0.9,828,651,28,TECH-013,True
TRUCK-0027,2020-08-23,326195,Corrective,Electrical,DOT annual inspection,2.2,342,712,15,TECH-002,True
TRUCK-0027,2020-09-16,318137,Corrective,Tires,Electrical system troubleshooting,7.9,157,345,32,TECH-014,True
TRUCK-0027,2020-02-23,298412,Corrective,Transmission,DOT annual inspection,7.2,1217,663,52,TECH-010,True
TRUCK-0027,2023-05-05,289793,Inspection,Electrical,Coolant system flush,7.2,362,418,34,TECH-017,True
TRUCK-0027,2021-06-17,314504,Inspection,Engine,DOT annual inspection,5.2,63,598,23,TECH-014,False
TRUCK-0027,2023-06-10,307237,Preventive,Electrical,Engine diagnostic and repair,6.1,962,763,45,TECH-005,True
TRUCK-0028,2022-01-13,276352,Preventive,Electrical,Transmission fluid change,5.1,1463,672,34,TECH-015,True
TRUCK-0028,2020-02-06,264903,Corrective,Engine,Electrical system troubleshooting,1.8,710,132,5,TECH-020,True
TRUCK-0028,2020-01-15,245047,Preventive,Transmission,Tire rotation and balancing,4.0,310,121,54,TECH-016,True
TRUCK-0028,2021-06-12,273517,Preventive,DOT Inspection,Engine diagnostic and repair,6.3,1135,471,33,TECH-009,False
TRUCK-0028,2020-08-24,264855,Preventive,Transmission,Brake pad replacement,6.2,1289,206,41,TECH-003,True
TRUCK-0028,2020-05-19,275060,Inspection,DOT Inspection,Transmission fluid change,6.4,1340,338,9,TECH-012,False
TRUCK-0028,2020-07-27,289429,Preventive,DOT Inspection,Transmission fluid change,4.0,911,271,22,TECH-016,True
TRUCK-0028,2021-10-04,269027,Corrective,DOT Inspection,Coolant system flush,6.1,1371,406,12,TECH-012,True
TRUCK-0028,2021-02-03,269039,Corrective,Electrical,Oil change and filter replacement,3.7,831,250,7,TECH-016,False
TRUCK-0028,2020-04-23,255076,Inspection,Brakes,Brake pad replacement,1.4,377,600,4,TECH-016,True
TRUCK-0028,2023-02-07,255955,Preventive,Engine,Air filter replacement,6.2,1426,595,30,TECH-007,False
TRUCK-0028,2021-03-08,267932,Preventive,Electrical,Oil change and filter replacement,2.9,229,593,10,TECH-003,True
TRUCK-0028,2021-12-12,260901,Inspection,Engine,Oil change and filter replacement,6.9,652,246,71,TECH-019,False
TRUCK-0028,2020-05-26,256405,Emergency,Engine,Coolant system flush,2.8,266,739,14,TECH-003,True
TRUCK-0028,2020-10-12,265644,Corrective,Engine,Brake pad replacement,1.3,244,637,49,TECH-001,True
TRUCK-0028,2023-03-03,244896,Corrective,Engine,Oil change and filter replacement,1.7,1146,214,22,TECH-007,True
TRUCK-0028,2022-06-03,279961,Corrective,Engine,Engine diagnostic and repair,3.3,195,143,67,TECH-013,False
TRUCK-0028,2023-08-04,255755,Emergency,Engine,DOT annual inspection,4.5,1219,123,18,TECH-008,True
TRUCK-0028,2021-02-17,262312,Preventive,Brakes,Coolant system flush,5.2,452,167,56,TECH-010,False
TRUCK-0028,2022-06-22,254196,Inspection,Brakes,Air filter replacement,7.7,871,548,65,TECH-003,False
TRUCK-0028,2022-02-26,287243,Preventive,Engine,Electrical system troubleshooting,6.5,482,727,58,TECH-014,True
TRUCK-0028,2023-03-08,276400,Emergency,Tires,Brake pad replacement,4.8,844,119,55,TECH-020,True
TRUCK-0028,2020-05-20,271610,Emergency,Electrical,Air filter replacement,4.7,295,361,31,TECH-017,True
TRUCK-0028,2023-03-20,259213,Emergency,Engine,Engine diagnostic and repair,2.8,855,238,35,TECH-018,True
TRUCK-0028,2023-03-21,275958,Inspection,Tires,Electrical system troubleshooting,3.4,78,211,31,TECH-009,False
TRUCK-0028,2023-02-08,253899,Corrective,Engine,Oil change and filter replacement,4.2,1108,580,69,TECH-019,True
TRUCK-0028,2023-10-03,284556,Preventive,Brakes,Coolant system flush,5.6,160,298,63,TECH-003,True
TRUCK-0028,2023-07-15,288351,Corrective,DOT Inspection,Transmission fluid change,1.6,835,783,37,TECH-016,True
